id,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
ID12620,0.78,0.41,1.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12621,0.41,0.12,0.67,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12622,0.37,0.21,0.67,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12623,0.18,0.13,1.00,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12624,0.33,0.19,0.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12625,0.53,0.24,0.00,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12626,0.51,0.25,0.33,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12627,0.29,0.16,0.67,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12628,0.06,0.10,0.33,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
ID12629,0.24,0.36,0.67,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12630,0.76,0.66,0.33,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12631,0.94,0.93,0.33,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12632,0.37,0.39,0.33,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12633,0.84,0.43,0.33,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12634,0.86,0.43,0.00,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12635,0.18,0.15,0.33,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12636,0.22,0.09,0.00,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12637,0.71,0.57,0.33,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12638,0.88,0.90,0.67,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12639,0.51,0.58,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12640,0.02,0.09,0.00,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
ID12641,0.61,0.29,0.33,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12642,0.43,0.56,0.67,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12643,0.29,0.17,0.67,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12644,0.92,0.75,0.33,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12645,0.57,0.28,0.33,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12646,0.45,0.54,0.00,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12647,0.18,0.18,0.00,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1
ID12648,0.08,0.07,0.67,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12649,0.49,0.27,0.33,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12650,0.82,0.82,0.33,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ID12651,0.10,0.05,0.33,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12652,0.82,0.47,1.00,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12653,0.55,0.62,0.67,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12654,0.63,0.59,0.00,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
ID12655,1.00,0.53,1.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12656,0.04,0.05,0.67,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12657,0.51,0.23,0.33,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12658,0.47,0.35,0.00,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12659,0.41,0.45,0.00,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12660,1.00,0.34,0.00,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12661,0.45,0.20,0.33,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12662,0.14,0.31,0.00,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12663,0.80,0.79,0.00,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12664,0.29,0.30,0.33,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12665,0.53,0.31,0.00,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12666,0.24,0.34,0.00,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12667,0.51,0.30,0.00,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
ID12668,0.02,0.21,0.67,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12669,0.39,0.42,0.00,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12670,0.63,0.22,0.33,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
ID12671,0.63,0.49,1.00,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12672,0.45,0.54,0.00,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12673,0.31,0.39,0.67,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12674,0.43,0.30,0.67,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12675,0.51,0.40,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12676,0.39,0.44,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12677,0.12,0.24,0.33,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12678,0.90,0.69,0.00,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12679,0.00,0.02,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12680,0.59,0.35,0.00,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
ID12681,0.92,0.81,0.67,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12682,0.04,0.13,0.67,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
ID12683,0.57,0.29,1.00,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
ID12684,0.59,0.41,0.67,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12685,0.31,0.32,0.33,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
ID12686,0.04,0.08,1.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12687,0.04,0.23,0.33,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12688,0.51,0.45,0.33,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
ID12689,0.82,0.77,0.00,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12690,0.22,0.13,0.33,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12691,0.14,0.32,0.00,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12692,0.45,0.46,0.67,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12693,0.61,0.26,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12694,0.96,0.80,0.67,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12695,0.84,0.45,1.00,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12696,0.88,0.72,0.67,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12697,0.24,0.08,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12698,0.27,0.19,0.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12699,0.22,0.17,0.00,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12700,0.41,0.37,0.00,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
